,TRAVEL_ID,LOTNO_ADDR,LODGING_TYPE_CD,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,INCOME,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MISSION
137,b_b004014,충북 단양군 영춘면 백자리 132-1,0.0,2,0,4.0,5.0,5.0,4.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3;4;5;6;7;
138,b_b004014,경북 영주시 부석면 북지리 148,0.0,2,0,4.0,3.0,4.0,3.6667,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3;4;5;6;7;
140,b_b005242,전북 전주시 완산구 교동 65-5,0.0,3,0,5.0,5.0,5.0,5.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1;2;5;9;
141,b_b005242,전북 전주시 완산구 교동 97-1,0.0,13,0,5.0,5.0,5.0,5.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1;2;5;9;
142,b_b005242,전북 전주시 완산구 풍남동3가 102,0.0,2,0,5.0,5.0,5.0,5.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1;2;5;9;
143,b_b005242,전북 전주시 완산구 교동 50-79,0.0,7,0,5.0,5.0,5.0,5.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1;2;5;9;
144,b_b005327,전남 순천시 오천동 600,0.0,8,0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,1.0,7.0,2;26;6;7;
145,b_b005327,전남 순천시 조례동 23,0.0,2,0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,1.0,7.0,2;26;6;7;
146,b_b005327,전남 순천시 대대동 162-2,0.0,1,0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,1.0,7.0,2;26;6;7;
147,b_b005374,광주 동구 대인동 310-9,0.0,4,0,5.0,5.0,4.0,4.6667,7.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,5.0,3.0,12;13;3;4;6;
148,b_b005374,광주 동구 광산동 13,0.0,3,0,5.0,5.0,5.0,5.0,7.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,5.0,3.0,12;13;3;4;6;
149,b_b005374,광주 동구 지산동 산 56-1,0.0,6,0,4.0,3.0,4.0,3.6667,7.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,5.0,3.0,12;13;3;4;6;
150,b_b005374,광주 동구 동명동 154-67,0.0,3,0,4.0,5.0,4.0,4.3333,7.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,5.0,3.0,12;13;3;4;6;
151,b_b005374,광주 동구 광산동 13,0.0,3,1,5.0,5.0,5.0,5.0,7.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,5.0,3.0,12;13;3;4;6;
152,b_b005673,충북 제천시 봉양읍 구학리 674,0.0,2,0,5.0,5.0,5.0,5.0,3.0,7.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,22;
153,b_b005673,충북 제천시 모산동 241,0.0,1,0,5.0,5.0,5.0,5.0,3.0,7.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,22;
154,b_b005751,서울 동작구 본동 475-1,0.0,8,1,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,6.0,5.0,1;10;22;24;6;
155,b_b005751,충북 제천시 모산동 241,0.0,1,1,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,6.0,5.0,1;10;22;24;6;
156,b_b005751,충북 제천시 백운면 평동리 707,0.0,13,1,3.0,4.0,4.0,3.6667,3.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,6.0,5.0,1;10;22;24;6;
158,b_b006006,대전 서구 둔산동 1038,0.0,4,1,5.0,4.0,5.0,4.6667,6.0,6.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,6.0,6.0,5.0,2;26;3;5;6;
163,b_b006673,전북 전주시 완산구 전동 200-1,0.0,2,1,3.0,3.0,3.0,3.0,4.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,5.0,1.0,7.0,6.0,7.0,22;26;21;24;
164,b_b006673,전북 전주시 덕진구 덕진동1가 1316-2,0.0,3,0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,5.0,1.0,7.0,6.0,7.0,22;26;21;24;
165,b_b006673,전북 전주시 완산구 교동 산 7-2,0.0,2,0,4.0,3.0,4.0,3.6667,4.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,5.0,1.0,7.0,6.0,7.0,22;26;21;24;
168,b_b007498,전남 순천시 오천동 600,0.0,2,1,4.0,4.0,4.0,4.0,5.0,8.0,9.0,1.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,2;3;
169,b_b007539,전남 곡성군 오곡면 오지리 770-5,0.0,7,1,4.0,5.0,4.0,4.3333,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,3.0,7.0,24;
170,b_b007549,충북 단양군 단성면 장회리 17-8,0.0,1,0,5.0,5.0,5.0,5.0,4.0,5.0,8.0,1.0,4.0,7.0,4.0,3.0,5.0,4.0,6.0,2.0,6.0,22;26;3;
171,b_b007549,충북 단양군 매포읍 하괴리 84-1,0.0,2,0,3.0,4.0,4.0,3.6667,4.0,5.0,8.0,1.0,4.0,7.0,4.0,3.0,5.0,4.0,6.0,2.0,6.0,22;26;3;
172,b_b007549,충북 단양군 단성면 대잠리 295-2,0.0,1,0,2.0,3.0,2.0,2.3333,4.0,5.0,8.0,1.0,4.0,7.0,4.0,3.0,5.0,4.0,6.0,2.0,6.0,22;26;3;
173,b_b007549,충북 단양군 대강면 사인암리 산 27,0.0,2,0,3.0,4.0,4.0,3.6667,4.0,5.0,8.0,1.0,4.0,7.0,4.0,3.0,5.0,4.0,6.0,2.0,6.0,22;26;3;
177,b_b007926,충남 예산군 응봉면 후사리 35,0.0,7,1,5.0,5.0,5.0,5.0,2.0,3.0,2.0,8.0,7.0,7.0,1.0,1.0,3.0,6.0,7.0,7.0,5.0,0
178,b_b007926,충남 예산군 응봉면 후사리 118-16,0.0,13,0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,8.0,7.0,7.0,1.0,1.0,3.0,6.0,7.0,7.0,5.0,0
179,b_b010972,전남 순천시 대대동 162-2,0.0,1,1,4.0,4.0,4.0,4.0,9.0,1.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,10;2;21;23;4;
180,b_b010972,경남 남해군 설천면 노량리 443-18,0.0,2,0,4.0,3.0,3.0,3.3333,9.0,1.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,1.0,10;2;21;23;4;
181,b_b011137,충남 당진시 신평면 운정리 208-1,0.0,6,0,5.0,5.0,5.0,5.0,6.0,2.0,7.0,4.0,6.0,2.0,6.0,3.0,4.0,6.0,3.0,5.0,6.0,1;2;22;
182,b_b011249,충남 천안시 동남구 목천읍 남화리 230-1,0.0,1,0,5.0,5.0,5.0,5.0,5.0,10.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,22;26;
184,b_b012637,충남 태안군 안면읍 창기리 1269-204,0.0,4,0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1;2;3;4;5;
185,b_b012637,충남 태안군 안면읍 창기리 1269-204,0.0,4,0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1;2;3;4;5;
187,b_b012637,충남 태안군 안면읍 창기리 1269-204,0.0,4,0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1;2;3;4;5;
188,b_b012637,충남 태안군 안면읍 승언리 1913-3,0.0,1,0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,1;2;3;4;5;
189,b_b013642,충남 천안시 동남구 목천읍 남화리 230-1,0.0,2,0,5.0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
190,b_b013642,충남 천안시 동남구 문화동 179,0.0,3,0,5.0,5.0,5.0,5.0,5.0,7.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
191,b_b013746,전남 광양시 광양읍 인서리,0.0,1,1,1.0,4.0,3.0,2.6667,12.0,3.0,5.0,7.0,2.0,2.0,2.0,1.0,1.0,6.0,6.0,2.0,7.0,21;22;26;
192,b_b014230,충북 괴산군 청천면 청천리 62-43,0.0,4,0,3.0,3.0,3.0,3.0,6.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,1;21;22;24;27;
193,b_b014230,충북 보은군 보은읍 삼산리 136-10,0.0,4,0,4.0,3.0,3.0,3.3333,6.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,1;21;22;24;27;
195,b_b014399,충북 영동군 양산면 송호리 410,0.0,7,0,4.0,4.0,4.0,4.0,4.0,3.0,10.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,7.0,6.0,0
197,b_b014399,충북 영동군 양산면 송호리 280,0.0,1,0,4.0,4.0,4.0,4.0,4.0,3.0,10.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,7.0,6.0,0
198,b_b014715,광주 동구 금남로1가 12-7,0.0,2,0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,2.0,7.0,5.0,7.0,7.0,7.0,7.0,4.0,7.0,1.0,0
199,b_b014715,광주 동구 금남로3가 3-5,0.0,2,0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,7.0,5.0,7.0,7.0,7.0,7.0,4.0,7.0,1.0,0
200,b_b014716,충북 단양군 가곡면 사평리 218-2,0.0,7,0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;25;26;
201,b_b014716,충북 단양군 단양읍 도전리 615,0.0,4,0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;25;26;
202,b_b014716,충북 단양군 단양읍 별곡리 569,0.0,6,0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;25;26;
203,b_b014716,충북 충주시 대소원면 장성리 243,0.0,3,0,4.0,3.0,3.0,3.3333,1.0,2.0,1.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,21;22;25;26;
205,b_b016473,충남 공주시 금성동 140-8,0.0,2,0,2.0,1.0,2.0,1.6667,4.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,7.0,4.0,2.0,7.0,5.0,21;22;3;
206,b_b016473,충남 공주시 교동,0.0,7,1,5.0,5.0,5.0,5.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,7.0,4.0,2.0,7.0,5.0,21;22;3;
207,b_b016473,충남 공주시 신관동,0.0,7,0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,7.0,4.0,2.0,7.0,5.0,21;22;3;
208,b_b016473,충남 공주시 금성동 65-3,0.0,2,0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,7.0,4.0,2.0,7.0,5.0,21;22;3;
210,b_b017388,전남 화순군 춘양면 대신리 502,0.0,1,0,4.0,5.0,4.0,4.3333,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1;24;6;
211,b_b017882,전북 전주시 완산구 동서학동 940-2,0.0,1,0,5.0,3.0,4.0,4.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
212,b_b017882,전북 전주시 완산구 풍남동3가 64-1,0.0,7,1,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
213,b_b017882,전북 전주시 완산구 교동 산 1-3,0.0,1,0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
214,b_b017882,전북 전주시 완산구 교동 50-79,0.0,7,1,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
215,b_b017882,전북 전주시 완산구 교동 산 7-2,0.0,1,0,5.0,4.0,4.0,4.3333,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
216,b_b017882,전북 전주시 완산구 풍남동3가 64-1,0.0,7,1,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
217,b_b017882,전북 전주시 완산구 전동 200-1,0.0,2,0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
218,b_b017882,전북 전주시 완산구 고사동 398-4,0.0,4,0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
219,b_b017882,전북 전주시 완산구 전동3가 2-241,0.0,4,1,3.0,2.0,4.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
220,b_b017882,전북 전주시 완산구 동서학동,0.0,7,0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1;21;22;3;4;
221,b_b018465,충남 논산시 부적면 신풍리,0.0,1,1,5.0,5.0,5.0,5.0,7.0,1.0,3.0,7.0,1.0,6.0,2.0,2.0,3.0,1.0,7.0,1.0,6.0,4;
223,c_c000001,전남 보성군 벌교읍 벌교리 640-2,0.0,3,1,5.0,5.0,5.0,5.0,1.0,8.0,7.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,5;
224,c_c000001,경상남도 창원시 의창구 대산면,0.0,2,0,5.0,4.0,4.0,4.3333,1.0,8.0,7.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,5;
225,c_c000001,전남 고흥군 두원면 대전리 37-16,0.0,1,0,5.0,5.0,5.0,5.0,1.0,8.0,7.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,5;
226,c_c000001,전남 고흥군 봉래면 예내리 480,0.0,3,0,4.0,4.0,4.0,4.0,1.0,8.0,7.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,5;
227,c_c000001,전남 고흥군 금산면 신촌리,0.0,13,0,4.0,5.0,5.0,4.6667,1.0,8.0,7.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,5;
228,c_c000001,전남 고흥군 두원면 대전리 37-16,0.0,1,0,5.0,5.0,5.0,5.0,1.0,8.0,7.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,5;
229,c_c000004,충청남도 천안시 동남구 수신면,0.0,7,0,3.0,4.0,4.0,3.6667,5.0,1.0,3.0,8.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,6.0,5.0,1;
230,c_c000004,충남 천안시 동남구 수신면 장산리 646-9,0.0,3,0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,8.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,6.0,5.0,1;
231,c_c000004,충남 천안시 동남구 목천읍 남화리 230-1,0.0,2,0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,8.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,6.0,5.0,1;
232,c_c000004,충남 아산시 선장면 신성리 260,0.0,6,0,5.0,5.0,4.0,4.6667,5.0,1.0,3.0,8.0,4.0,4.0,1.0,3.0,2.0,4.0,4.0,6.0,5.0,1;
233,c_c000006,전남 담양군 담양읍 천변리 401-1,0.0,2,0,4.0,4.0,4.0,4.0,4.0,6.0,7.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3;
234,c_c000006,전남 담양군 담양읍 학동리 59-14,0.0,1,0,5.0,4.0,4.0,4.3333,4.0,6.0,7.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3;
235,c_c000013,충북 청주시 청원구 오창읍 장대리 294-1,0.0,4,0,3.0,4.0,4.0,3.6667,6.0,2.0,3.0,7.0,3.0,3.0,2.0,5.0,4.0,3.0,6.0,6.0,4.0,4;
236,c_c000016,충북 제천시 모산동 581,0.0,2,1,5.0,5.0,5.0,5.0,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
237,c_c000016,충북 제천시 중앙로2가 156-1,0.0,4,0,4.0,4.0,5.0,4.3333,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
238,c_c000016,충북 제천시 왕암동 660,0.0,2,0,4.0,5.0,5.0,4.6667,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
239,c_c000016,충북 제천시 청풍면 교리 147,0.0,5,0,5.0,5.0,5.0,5.0,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
240,c_c000016,충북 제천시 왕암동 660,0.0,3,0,4.0,5.0,4.0,4.3333,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
241,c_c000016,충북 제천시 모산동 177-1,0.0,2,0,5.0,5.0,5.0,5.0,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
242,c_c000016,충북 제천시 청풍면 교리,0.0,6,0,5.0,5.0,5.0,5.0,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
243,c_c000016,충북 제천시 중앙로2가 26-1,0.0,3,0,4.0,4.0,4.0,4.0,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
244,c_c000016,충북 제천시 모산동 236-1,0.0,6,0,4.0,4.0,5.0,4.3333,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
245,c_c000016,충북 제천시 왕암동 971,0.0,1,0,5.0,4.0,4.0,4.3333,4.0,8.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,7.0,2;
246,c_c000019,충북 단양군 적성면 현곡리 56,0.0,13,0,4.0,3.0,5.0,4.0,12.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,9;
247,c_c000019,충북 단양군 단양읍 도전리 615,0.0,4,1,5.0,5.0,5.0,5.0,12.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,9;
248,c_c000019,충북 단양군 단양읍 도전리 567,0.0,8,1,5.0,5.0,5.0,5.0,12.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,9;
249,c_c000019,충북 단양군 매포읍 하괴리 84-1,0.0,1,1,4.0,5.0,5.0,4.6667,12.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,9;
250,c_c000023,충북 단양군 가곡면 사평리 246-6,0.0,7,0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,5;
251,c_c000023,충북 단양군 단성면 대잠리 574,0.0,1,0,5.0,4.0,5.0,4.6667,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,5;
252,c_c000023,충북 단양군 단양읍 도전리 615,0.0,4,0,4.0,3.0,4.0,3.6667,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,5;
253,c_c000026,충남 부여군 부여읍 쌍북리 산 1,0.0,2,0,3.0,3.0,3.0,3.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,0
254,c_c000026,충남 부여군 임천면 군사리 산 1-1,0.0,7,0,5.0,5.0,5.0,5.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,0
255,c_c000026,충남 부여군 부여읍 쌍북리 678-2,0.0,2,0,4.0,4.0,4.0,4.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,0
256,c_c000026,충남 부여군 부여읍 쌍북리 산 4,0.0,2,0,4.0,4.0,4.0,4.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,0
257,c_c000026,충남 부여군 규암면 금암리 285-13,0.0,5,0,4.0,4.0,4.0,4.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,0
258,c_c000026,충남 부여군 부여읍 구교리 420,0.0,2,0,4.0,4.0,4.0,4.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,0
259,c_c000026,충남 부여군 규암면 합정리 530,0.0,2,0,4.0,4.0,4.0,4.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,0
260,c_c000030,충남 보령시 남포면 월전리 685-2,0.0,13,0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,8;
261,c_c000030,충남 보령시 오천면 원산도리,0.0,1,0,4.0,3.0,3.0,3.3333,2.0,6.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,8;
262,c_c000030,충남 보령시 신흑동 2240-6,0.0,4,1,5.0,5.0,5.0,5.0,2.0,6.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,8;
263,c_c000030,충남 보령시 웅천읍 관당리 799-1,0.0,1,0,3.0,3.0,3.0,3.0,2.0,6.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,8;
264,c_c000030,충청남도 보령시 신흑동,0.0,7,0,4.0,4.0,4.0,4.0,2.0,6.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,8;
265,c_c000030,충남 보령시 남포면 월전리 787-16,0.0,1,0,3.0,3.0,3.0,3.0,2.0,6.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,8;
266,c_c000030,충남 보령시 웅천읍 독산리,0.0,1,0,5.0,5.0,5.0,5.0,2.0,6.0,2.0,7.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,6.0,8;
267,c_c000031,충남 아산시 영인면 아산리 산 56-1,0.0,1,0,3.0,5.0,5.0,4.3333,2.0,10.0,3.0,1.0,1.0,7.0,1.0,5.0,6.0,2.0,4.0,1.0,7.0,3;
268,c_c000031,충남 아산시 인주면 공세리 194-1,0.0,2,0,5.0,3.0,4.0,4.0,2.0,10.0,3.0,1.0,1.0,7.0,1.0,5.0,6.0,2.0,4.0,1.0,7.0,3;
269,c_c000031,충남 아산시 염치읍 백암리 298-1,0.0,2,0,5.0,5.0,5.0,5.0,2.0,10.0,3.0,1.0,1.0,7.0,1.0,5.0,6.0,2.0,4.0,1.0,7.0,3;
270,c_c000031,충남 아산시 탕정면 명암리 949-1,0.0,7,0,5.0,5.0,5.0,5.0,2.0,10.0,3.0,1.0,1.0,7.0,1.0,5.0,6.0,2.0,4.0,1.0,7.0,3;
271,c_c000033,충남 논산시 내동 436-8,0.0,4,1,5.0,4.0,4.0,4.3333,3.0,3.0,10.0,10.0,1.0,3.0,1.0,1.0,4.0,7.0,7.0,1.0,7.0,2;
272,c_c000033,충남 논산시 강경읍 황산리 198,0.0,5,0,5.0,4.0,4.0,4.3333,3.0,3.0,10.0,10.0,1.0,3.0,1.0,1.0,4.0,7.0,7.0,1.0,7.0,2;
273,c_c000033,충남 논산시 관촉동 254,0.0,2,0,5.0,4.0,4.0,4.3333,3.0,3.0,10.0,10.0,1.0,3.0,1.0,1.0,4.0,7.0,7.0,1.0,7.0,2;
274,c_c000038,전남 여수시 돌산읍 율림리 70,0.0,2,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
275,c_c000038,전남 여수시 수정동 774-1,0.0,6,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
276,c_c000038,전남 여수시 돌산읍 우두리 813-9,0.0,5,0,5.0,5.0,5.0,5.0,4.002279544091182,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
277,c_c000043,대전 서구 탄방동 1084,0.0,1,0,4.0,4.0,4.0,4.0,4.0,10.0,5.0,3.0,6.0,6.0,2.0,6.0,4.0,6.0,6.0,2.0,6.0,0
278,c_c000043,대전 중구 대사동 84-4,0.0,3,1,5.0,5.0,5.0,5.0,4.0,10.0,5.0,3.0,6.0,6.0,2.0,6.0,4.0,6.0,6.0,2.0,6.0,0
279,c_c000045,전북 군산시 경암동 539-4,0.0,7,0,3.0,3.0,3.0,3.0,4.0,9.0,1.0,3.0,4.0,6.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4;
280,c_c000045,전북 군산시 옥도면 선유도리,0.0,1,0,5.0,5.0,5.0,5.0,4.0,9.0,1.0,3.0,4.0,6.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4;
