,Unnamed: 0,TRAVEL_ID,VISIT_AREA_ID,GENDER,INCOME,TRAVEL_MISSION,REL_CD,LODGING_TYPE_CD,TRAVEL_MISSION_1,TRAVEL_MISSION_2,TRAVEL_MISSION_3,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_STYL_0,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,COMPANION_AGE_GRP,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SCORE,LOTNO_ADDR,VISIT_AREA_TYPE_CD,X_COORD,Y_COORD
93,106,a_a004984,2210150003,1,4.0,1;27;28;,0.0,0.0,1,27.0,28.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,0.0,1,4.0,4.0,5.0,4.3333,광주 북구 망월동 732-4,4,126.9497542,3521171289
94,107,a_a004984,2210150004,1,4.0,1;27;28;,0.0,0.0,1,27.0,28.0,2.0,10.0,10.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,0.0,0,4.0,4.0,4.0,4.0,광주 북구 운정동 251-1,11,126.948705,3522109552
95,109,a_a005163,2210290003,0,5.0,11;2;24;27;6;,10.0,0.0,11,2.0,24.0,8.0,3.0,7.0,2.0,2.0,6.0,2.0,4.0,6.0,4.0,3.0,5.0,2.0,1,5.0,5.0,5.0,5.0,충남 서천군 장항읍 송림리 510,3,126.6697107,360174234
96,110,a_a005192,2210030003,0,4.0,22;24;25;27;3;,7.0,0.0,22,24.0,25.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,4.0,0,4.0,4.0,4.0,4.0,충남 천안시 동남구 유량동 57,11,127.1867352,368186884
97,111,a_a005192,2210030004,0,4.0,22;24;25;27;3;,7.0,0.0,22,24.0,25.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,4.0,0,4.0,4.0,4.0,4.0,충남 천안시 동남구 용곡동 220,11,127.1352454,3678903945
98,112,a_a005211,2211060007,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,4.0,3.0,4.0,3.6667,충남 태안군 소원면 의항리 1210,11,126.1434141,3678610414
99,113,a_a005211,2211070004,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1,4.0,3.0,3.0,3.3333,충남 태안군 태안읍 남문리 701,11,126.303203,3674798577
100,114,a_a005211,2211070003,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,3.0,3.0,3.0,3.0,충남 태안군 원북면 신두리 1414-18,1,126.189296,3684013398
101,115,a_a005211,2211070001,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1,5.0,5.0,5.0,5.0,충남 태안군 소원면 모항리 1358,1,126.1404264,3678478863
102,116,a_a005211,2211060004,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1,5.0,5.0,5.0,5.0,충남 태안군 소원면 모항리 1358,1,126.1404264,3678478863
103,117,a_a005211,2211060003,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,5.0,5.0,4.0,4.6667,충남 태안군 소원면 의항리 868,1,126.1494973,3679886391
104,118,a_a005211,2211070002,2,0.0,0,7.0,0.0,0,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,4.0,4.0,4.0,4.0,충남 태안군 원북면 신두리 산 305-1,1,126.1964509,3684461228
105,119,a_a005566,2210080005,1,5.0,1;4;7;,0.0,0.0,1,4.0,7.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,0.0,1,4.0,4.0,4.0,4.0,충남 천안시 동남구 청당동 548-1,11,127.1549566,3678328432
106,120,a_a005566,2210080004,1,5.0,1;4;7;,0.0,0.0,1,4.0,7.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,0.0,0,4.0,3.0,4.0,3.6667,충북 청주시 상당구 낭성면 추정리 339-2,1,127.6094088,3658069154
107,121,a_a005566,2210080003,1,5.0,1;4;7;,0.0,0.0,1,4.0,7.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,0.0,0,1.0,2.0,2.0,1.6667,충북 청주시 청원구 내수읍 세교리 128-4,1,127.5687451,3671273943
108,122,a_a005566,2210080002,1,5.0,1;4;7;,0.0,0.0,1,4.0,7.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,0.0,0,1.0,4.0,4.0,3.0,충남 천안시 서북구 성거읍 소우리 167,11,127.1702145,368782915
109,123,a_a005566,2210080006,1,5.0,1;4;7;,0.0,0.0,1,4.0,7.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,0.0,0,5.0,5.0,5.0,5.0,충남 천안시 서북구 부대동 57,11,127.1614987,368449836
110,124,a_a005566,2210080007,1,5.0,1;4;7;,0.0,0.0,1,4.0,7.0,1.0,10.0,10.0,2.0,7.0,2.0,2.0,6.0,2.0,2.0,2.0,7.0,0.0,1,4.0,4.0,4.0,4.0,충남 천안시 서북구 직산읍 삼은리 72-63,11,127.1536527,3687974051
111,127,a_a006154,2210080009,0,4.0,3;9;1;,0.0,0.0,3,9.0,1.0,2.0,1.0,10.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,0,4.0,4.0,4.0,4.0,충남 공주시 금성동 65-3,2,127.1262966,3646324084
112,128,a_a006154,2210080004,0,4.0,3;9;1;,0.0,0.0,3,9.0,1.0,2.0,1.0,10.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,0,4.0,3.0,3.0,3.3333,충남 공주시 신관동 553,8,127.1274371,3647021463
113,130,a_a006154,2210080005,0,4.0,3;9;1;,0.0,0.0,3,9.0,1.0,2.0,1.0,10.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,0,4.0,3.0,3.0,3.3333,충남 공주시 신관동 553,2,127.1284189,3646749207
114,132,a_a006157,2210160001,2,0.0,1;4;6;2;23;22;26;,0.0,0.0,1,4.0,6.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1,5.0,5.0,5.0,5.0,충남 아산시 인주면 문방리 120-2,11,126.8748758,3686755504
115,133,a_a006271,2210080004,1,8.0,1;3;,1.0,0.0,1,3.0,0.0,8.0,3.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1,5.0,5.0,5.0,5.0,충남 천안시 서북구 차암동 438,4,127.105347,3684267491
116,134,a_a006271,2210080005,1,8.0,1;3;,1.0,0.0,1,3.0,0.0,8.0,3.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1,5.0,5.0,5.0,5.0,경기 평택시 안중읍 안중리 42-100,11,126.9431085,3698203177
117,135,a_a006271,2210080002,1,8.0,1;3;,1.0,0.0,1,3.0,0.0,8.0,3.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,1,5.0,5.0,5.0,5.0,충남 아산시 염치읍 백암리 298-1,2,127.0322782,3680650704
118,136,a_a006301,2210080004,1,4.0,21;22;,0.0,0.0,21,22.0,0.0,1.0,7.0,5.0,6.0,6.0,2.0,6.0,6.0,2.0,6.0,7.0,6.0,0.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 고사동 288-14,11,127.1426144,3582123546
119,137,a_a006301,2210080003,1,4.0,21;22;,0.0,0.0,21,22.0,0.0,1.0,7.0,5.0,6.0,6.0,2.0,6.0,6.0,2.0,6.0,7.0,6.0,0.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 고사동 172-1,11,127.1432644,3582087779
120,138,a_a006395,2210120005,0,4.0,28;,0.0,0.0,28,0.0,0.0,6.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,0.0,0,4.0,5.0,4.0,4.3333,충북 괴산군 칠성면 사은리 517,1,127.8334417,3675347969
121,139,a_a006395,2210120003,0,4.0,28;,0.0,0.0,28,0.0,0.0,6.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,0.0,0,4.0,4.0,3.0,3.6667,충북 괴산군 칠성면 태성리 39-1,7,127.9270776,3675478738
122,140,a_a006395,2210120004,0,4.0,28;,0.0,0.0,28,0.0,0.0,6.0,10.0,10.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,6.0,0.0,0,4.0,5.0,5.0,4.6667,충북 괴산군 칠성면 율원리 896-5,11,127.8618074,3678238999
123,141,a_a006465,2210100004,0,4.0,22;3;24;,7.0,0.0,22,3.0,24.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,3.0,0,5.0,5.0,5.0,5.0,충남 서산시 부석면 간월도리 16-11,2,126.4111447,3660374123
124,142,a_a006465,2210100003,0,4.0,22;3;24;,7.0,0.0,22,3.0,24.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,3.0,0,5.0,4.0,4.0,4.3333,충남 서산시 해미면 읍내리 491,2,126.5482159,3671265505
125,143,a_a006465,2210100006,0,4.0,22;3;24;,7.0,0.0,22,3.0,24.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,3.0,0,4.0,3.0,4.0,3.6667,충남 서산시 대산읍 화곡리 2-24,11,126.4520844,3700295822
126,144,a_a006465,2210100005,0,4.0,22;3;24;,7.0,0.0,22,3.0,24.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,3.0,1,5.0,5.0,5.0,5.0,충남 서산시 대산읍 화곡리 2-34,11,126.4519663,3700314149
127,145,a_a006482,2210100003,0,4.0,10;,1.0,0.0,10,0.0,0.0,10.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,6.0,2.0,4.0,0,5.0,5.0,5.0,5.0,충남 아산시 모종동 583-7,6,127.0157686,3678119268
128,146,a_a006529,2210080003,1,2.0,0,0.0,0.0,0,0.0,0.0,7.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,3.0,5.0,7.0,6.0,0.0,0,4.0,3.0,4.0,3.6667,충남 아산시 탕정면 명암리 949-1,7,127.0616441,3679695086
129,147,a_a006529,2210080005,1,2.0,0,0.0,0.0,0,0.0,0.0,7.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,3.0,5.0,7.0,6.0,0.0,0,4.0,4.0,5.0,4.3333,충남 아산시 인주면 문방리 120-2,11,126.8748758,3686755504
130,148,a_a006529,2210080004,1,2.0,0,0.0,0.0,0,0.0,0.0,7.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,3.0,5.0,7.0,6.0,0.0,0,5.0,1.0,5.0,3.6667,충남 아산시 염치읍 석정리 536-1,5,126.9954597,3680003414
131,149,a_a007416,2210290007,2,0.0,13;2;6;9;,7.0,0.0,13,2.0,6.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,3.0,3.0,3.3333,충남 아산시 탕정면 명암리 944-10,11,127.0613843,367971997
132,150,a_a007416,2210290004,2,0.0,13;2;6;9;,7.0,0.0,13,2.0,6.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,충남 아산시 염치읍 백암리 298-1,2,127.031247,3680590898
133,151,a_a007416,2210290006,2,0.0,13;2;6;9;,7.0,0.0,13,2.0,6.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,4.0,4.0,4.3333,충남 아산시 탕정면 명암리 949-1,7,127.0616441,3679695086
134,152,a_a007416,2210290002,2,0.0,13;2;6;9;,7.0,0.0,13,2.0,6.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,4.0,4.0,4.3333,충남 아산시 온천동 85-8,11,127.0050031,3678191902
135,153,a_a007416,2210290003,2,0.0,13;2;6;9;,7.0,0.0,13,2.0,6.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,5.0,5.0,5.0,5.0,충남 아산시 염치읍 백암리 298-1,2,127.0322782,3680650704
136,157,a_a007780,2211050002,1,1.0,0,8.0,0.0,0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,0,3.0,2.0,4.0,3.0,전북 전주시 완산구 전동3가 2-195,11,127.146923,3581258178
137,158,a_a007780,2211050008,1,1.0,0,8.0,0.0,0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,0,4.0,3.0,3.0,3.3333,전북 전주시 완산구 교동 267-2,11,127.1510727,3581395376
138,159,a_a007780,2211050006,1,1.0,0,8.0,0.0,0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,0,4.0,2.0,3.0,3.0,전북 전주시 완산구 교동 산 1-3,2,127.1545834,3581438191
139,160,a_a007780,2211050007,1,1.0,0,8.0,0.0,0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,0,4.0,2.0,2.0,2.6667,전북 전주시 완산구 교동 266-3,11,127.1511034,3581381583
140,161,a_a007780,2211050010,1,1.0,0,8.0,0.0,0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 풍남동3가 66-2,11,127.1519946,3581464477
141,162,a_a008025,2210220002,2,0.0,4;11;,0.0,0.0,4,11.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 해남군 송지면 송호리 1123-3,2,126.5296516,3430129174
142,163,a_a008025,2210220003,2,0.0,4;11;,0.0,0.0,4,11.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,5.0,5.0,5.0,5.0,전남 해남군 송지면 송호리 1158-5,1,126.5250481,3429471845
143,164,a_a008025,2210220004,2,0.0,4;11;,0.0,0.0,4,11.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0,4.0,3.0,3.0,3.3333,전남 해남군 해남읍 평동리 159,11,126.6002172,3456872404
144,165,a_a008036,2210290003,0,7.0,0,8.0,0.0,0,0.0,0.0,5.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,7.0,4.0,1,4.0,4.0,4.0,4.0,충남 천안시 서북구 두정동 694,11,127.1314811,3683365224
145,166,a_a008036,2210290006,0,7.0,0,8.0,0.0,0,0.0,0.0,5.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,7.0,4.0,1,3.0,2.0,2.0,2.3333,경기 평택시 비전동 830,3,127.1124498,3699574359
146,167,a_a008036,2210290002,0,7.0,0,8.0,0.0,0,0.0,0.0,5.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,7.0,4.0,1,4.0,4.0,5.0,4.3333,충남 천안시 동남구 목천읍 남화리 230-1,2,127.2228083,3678366949
147,168,a_a008036,2210290004,0,7.0,0,8.0,0.0,0,0.0,0.0,5.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,7.0,4.0,1,4.0,4.0,5.0,4.3333,충남 천안시 동남구 안서동 171-3,2,127.1971229,3683364082
148,169,a_a008043,2210290004,1,4.0,2;6;27;22;,8.0,0.0,2,6.0,27.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,3.0,3.0,0,4.0,4.0,4.0,4.0,충남 당진시 신평면 운정리 208-1,6,126.8223773,3689022833
149,170,a_a008043,2210290002,1,4.0,2;6;27;22;,8.0,0.0,2,6.0,27.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,3.0,3.0,0,3.0,3.0,4.0,3.3333,충남 당진시 신평면 운정리 187-4,4,126.8255114,3688936432
150,171,a_a012187,2211050002,0,4.0,1;,0.0,0.0,1,0.0,0.0,3.0,6.0,10.0,7.0,2.0,5.0,7.0,4.0,2.0,7.0,7.0,7.0,0.0,0,4.0,4.0,4.0,4.0,전남 여수시 교동 680,4,127.73181,3473809942
151,172,a_a012187,2211060003,0,4.0,1;,0.0,0.0,1,0.0,0.0,3.0,6.0,10.0,7.0,2.0,5.0,7.0,4.0,2.0,7.0,7.0,7.0,0.0,0,3.0,3.0,3.0,3.0,전남 순천시 송광면 신평리 12,2,127.2761304,3500218023
152,173,a_a012187,2211060002,0,4.0,1;,0.0,0.0,1,0.0,0.0,3.0,6.0,10.0,7.0,2.0,5.0,7.0,4.0,2.0,7.0,7.0,7.0,0.0,1,3.0,3.0,3.0,3.0,전남 여수시 문수동 785-3,7,127.6981886,3474968685
153,174,a_a012187,2211060001,0,4.0,1;,0.0,0.0,1,0.0,0.0,3.0,6.0,10.0,7.0,2.0,5.0,7.0,4.0,2.0,7.0,7.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전남 여수시 돌산읍 평사리 1273-5,11,127.7790844,346878508
154,175,a_a012449,2210300002,0,3.0,24;,1.0,0.0,24,0.0,0.0,7.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,0,4.0,4.0,5.0,4.3333,충북 제천시 봉양읍 구학리 674,2,128.0824727,3716063522
155,176,a_a012449,2210300005,0,3.0,24;,1.0,0.0,24,0.0,0.0,7.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,1,3.0,3.0,3.0,3.0,충북 단양군 매포읍 하괴리 산 20-40,1,128.3439707,370000843
156,177,a_a012449,2210310001,0,3.0,24;,1.0,0.0,24,0.0,0.0,7.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,0,4.0,4.0,2.0,3.3333,충북 단양군 적성면 애곡리,1,128.339651,3697796816
157,178,a_a012449,2210300003,0,3.0,24;,1.0,0.0,24,0.0,0.0,7.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,0,4.0,3.0,5.0,4.0,충북 단양군 적성면 애곡리 산 1-27,7,128.3395703,3698041263
158,179,a_a012449,2210310003,0,3.0,24;,1.0,0.0,24,0.0,0.0,7.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,0,3.0,3.0,3.0,3.0,충북 단양군 단양읍 상진리 567,11,128.3533407,369791671
159,180,a_a015147,2210290005,0,7.0,22;7;,3.0,0.0,22,7.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,7.0,8.0,0,3.0,3.0,3.0,3.0,충남 홍성군 서부면 남당리 861,11,126.4702719,3653901976
160,181,a_a015147,2210290004,0,7.0,22;7;,3.0,0.0,22,7.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,7.0,8.0,0,3.0,3.0,3.0,3.0,충남 홍성군 서부면 남당리,1,126.4730746,3653956025
161,182,a_a015147,2210290006,0,7.0,22;7;,3.0,0.0,22,7.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,7.0,8.0,0,3.0,3.0,3.0,3.0,경기 용인시 처인구 백암면 박곡리 375-1,1,127.3970189,3717206127
162,183,a_a015656,2211060008,0,5.0,22;26;,0.0,0.0,22,26.0,0.0,7.0,1.0,5.0,2.0,6.0,4.0,2.0,2.0,3.0,3.0,6.0,5.0,0.0,0,5.0,5.0,5.0,5.0,대전 중구 은행동 129-4,11,127.4254064,3632975543
163,184,a_a015656,2211060005,0,5.0,22;26;,0.0,0.0,22,26.0,0.0,7.0,1.0,5.0,2.0,6.0,4.0,2.0,2.0,3.0,3.0,6.0,5.0,0.0,0,4.0,4.0,4.0,4.0,대전 서구 만년동 396,1,127.3880376,3636914318
164,185,a_a015656,2211060004,0,5.0,22;26;,0.0,0.0,22,26.0,0.0,7.0,1.0,5.0,2.0,6.0,4.0,2.0,2.0,3.0,3.0,6.0,5.0,0.0,0,5.0,5.0,5.0,5.0,대전 동구 소제동 299-73,11,127.4369583,3633657261
165,186,a_a015810,2211050004,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 전주시 완산구 고사동 432-3,11,127.143109,3581814536
166,187,a_a015810,2211050012,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,1,4.0,4.0,4.0,4.0,전북 전주시 완산구 전동 125-8,11,127.14784,3581541782
167,188,a_a015810,2211050001,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,0,5.0,4.0,4.0,4.3333,전북 전주시 덕진구 덕진동1가 1279-5,11,127.1240265,3584451125
168,189,a_a015810,2211060001,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,0,3.0,2.0,3.0,2.6667,전북 전주시 덕진구 우아동3가 747-66,11,127.1561278,3584817709
169,190,a_a015810,2211050002,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,0,5.0,5.0,5.0,5.0,전북 전주시 덕진구 덕진동1가 1316-2,1,127.1210246,3584748755
170,191,a_a015810,2211050005,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,0,4.0,4.0,4.0,4.0,전북 전주시 완산구 풍남동3가 66-6,13,127.1520534,3581469246
171,192,a_a015810,2211050011,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,1,5.0,5.0,5.0,5.0,전북 전주시 완산구 교동 산 1-3,1,127.1545834,3581438191
172,193,a_a015810,2211050008,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,0,4.0,4.0,4.0,4.0,전북 전주시 완산구 교동 132-2,11,127.1541805,3581204635
173,194,a_a015810,2211050007,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,1,4.0,4.0,4.0,4.0,전북 전주시 완산구 교동 26-3,2,127.157134,3581275813
174,195,a_a015810,2211050006,0,4.0,22;26;27;,0.0,0.0,22,26.0,27.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,7.0,0.0,1,4.0,4.0,4.0,4.0,전북 전주시 완산구 풍남동3가 102,2,127.1497299,3581538665
175,196,a_a016960,2211060005,1,5.0,2;22;,1.0,0.0,2,22.0,0.0,1.0,6.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,5.0,6.0,4.0,0,5.0,4.0,5.0,4.6667,충북 단양군 가곡면 사평리 218-9,1,128.3999812,370014208
176,197,b_b000677,2210300002,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,4.0,4.0,4.0,4.0,전북 장수군 장수읍 두산리 472,8,127.5180519,3564109402
177,198,b_b000677,2210300001,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,4.0,4.0,4.0,4.0,전북 장수군 장수읍 장수리 254-1,2,127.5232759,3564845828
178,199,b_b000677,2210290001,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,4.0,4.0,4.0,4.0,전북 무주군 안성면 공정리 48-1,7,127.6941279,3585193346
179,200,b_b000677,2210280004,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,1,4.0,4.0,4.0,4.0,전북 무주군 적상면 북창리 산 119-8,1,127.6984501,3595636965
180,201,b_b000677,2210280005,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,4.0,4.0,4.0,4.0,전북 무주군 적상면 괴목리 1602-1,2,127.6915888,3594517567
181,202,b_b000677,2210280007,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,3.0,3.0,4.0,3.3333,전북 무주군 설천면 심곡리 671-1,11,127.7574973,3591104065
182,203,b_b000677,2210290002,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,4.0,4.0,4.0,4.0,전북 장수군 천천면 삼고리 921,11,127.4997004,3572733298
183,204,b_b000677,2210300003,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,1,4.0,4.0,4.0,4.0,전북 장수군 장수읍 수분리 662-1,2,127.4997451,3559057078
184,205,b_b000677,2210280008,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,4.0,4.0,4.0,4.0,전북 무주군 설천면 심곡리 산 13-2,1,127.7532825,359315339
185,206,b_b000677,2210280009,2,0.0,8;,7.0,0.0,8,0.0,0.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,4.0,4.0,4.0,4.0,전북 무주군 설천면 청량리 1455,3,127.7784153,3600436457
